cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
s,a,c,b,x,y,e,f,t,p,w,o,v,d,p
s,n,i,a,f,y,e,f,t,p,w,o,v,l,p
r,o,e,a,x,s,n,f,t,p,w,o,v,p,p
r,g,e,a,f,y,n,f,t,p,w,o,v,p,p
h,b,d,a,f,y,e,f,t,p,w,o,v,d,p
e,a,h,b,x,y,e,f,t,p,w,o,v,l,p
f,j,b,a,f,y,n,f,t,p,w,o,v,d,p
s,m,b,c,f,y,n,f,t,p,w,o,v,l,p
e,o,b,a,x,y,e,f,t,p,w,o,v,l,p
g,a,j,b,f,y,n,f,t,p,w,o,v,l,p
h,l,g,b,f,s,n,f,t,p,w,o,v,l,p
q,m,g,b,x,s,n,f,t,p,w,o,v,p,p
e,k,e,c,f,y,e,f,t,p,w,o,v,p,p
o,l,b,b,x,y,e,f,t,p,w,o,v,l,p
p,i,e,c,x,s,e,f,t,p,w,o,v,p,p
b,h,g,c,f,s,e,f,t,p,w,o,v,l,p
j,g,d,a,f,y,e,f,t,p,w,o,v,d,p
o,e,c,c,x,y,e,f,t,p,w,o,v,l,p
h,n,h,c,x,y,e,f,t,p,w,o,v,l,p
e,m,a,b,x,s,n,f,t,p,w,o,v,l,p
n,h,c,b,x,s,e,f,t,p,w,o,v,l,p
c,f,f,c,k,s,e,f,t,p,w,o,v,p,p
r,j,h,b,x,s,c,f,e,p,w,t,v,p,e
g,m,h,b,x,s,e,f,t,p,w,o,v,p,p
f,a,i,b,f,s,n,f,t,p,w,o,v,d,p
n,e,c,c,x,s,n,f,t,p,w,o,v,l,p
a,o,j,a,f,y,n,f,t,p,w,o,v,p,p
k,m,b,c,f,y,e,f,t,p,w,o,v,l,p
q,m,i,b,f,s,e,f,t,p,w,o,v,l,p
o,j,f,c,x,y,e,f,t,p,w,o,v,l,p
q,o,a,b,x,s,e,f,t,p,w,o,v,l,p
d,n,h,c,x,s,n,f,t,p,w,o,v,d,p
j,c,d,b,x,y,e,f,t,p,w,o,v,d,p
p,f,d,c,f,s,e,f,t,p,w,o,v,p,p
i,g,f,b,f,s,n,f,t,p,w,o,v,l,p
k,i,a,a,f,y,e,f,t,p,w,o,v,p,p
r,e,e,a,x,y,e,f,t,p,w,o,v,l,p
a,g,f,c,k,s,e,f,t,p,w,o,v,p,p
q,n,i,c,f,y,n,f,t,p,w,o,v,d,p
i,g,e,a,f,s,n,f,t,p,w,o,v,d,p
m,b,d,b,x,s,e,f,t,p,w,o,v,p,p
i,e,f,c,f,s,n,f,t,p,w,o,v,l,p
s,o,f,b,f,s,e,f,t,p,w,o,v,p,p
l,h,b,a,f,y,e,f,t,p,w,o,v,l,p
r,k,j,c,b,f,w,f,e,p,w,t,n,g,e
h,j,d,a,x,y,e,f,t,p,w,o,v,l,p
g,k,f,c,x,y,e,f,t,p,w,o,v,p,p
n,c,b,b,f,y,e,f,t,p,w,o,v,l,p
p,k,g,c,f,y,e,f,t,p,w,o,v,l,p
s,l,h,a,k,f,w,f,e,p,w,t,s,g,e
o,f,b,a,x,s,n,f,t,p,w,o,v,p,p
j,k,d,c,f,s,n,f,t,p,w,o,v,p,p
b,b,e,a,x,s,n,f,t,p,w,o,v,d,p
o,c,e,b,f,s,e,f,t,p,w,o,v,d,p
p,e,b,b,x,s,n,f,t,p,w,o,v,p,p
m,a,d,b,x,s,n,f,t,p,w,o,v,p,p
e,b,d,a,x,s,e,f,t,p,w,o,v,p,p
p,m,b,a,k,s,n,f,t,p,w,o,v,d,p
o,j,c,a,x,y,e,f,t,p,w,o,v,d,p
d,a,c,a,x,s,e,f,t,p,w,o,v,d,p
e,e,g,b,x,y,e,f,t,p,w,o,v,d,p
d,i,f,b,x,s,e,f,t,p,w,o,v,d,p
g,f,j,a,x,s,e,f,t,p,w,o,v,d,p
q,b,j,c,x,s,e,f,t,p,w,o,v,l,p
f,e,b,b,x,s,e,f,t,p,w,o,v,d,p
d,f,c,a,f,y,e,f,t,p,w,o,v,d,p
d,a,b,c,x,s,n,f,t,p,w,o,v,d,p
c,l,e,b,f,s,n,f,t,p,w,o,v,d,p
e,d,g,c,x,s,e,f,t,p,w,o,v,d,p
c,k,g,c,f,s,e,f,t,p,w,o,v,p,p
p,l,h,c,x,s,n,f,t,p,w,o,v,l,p
n,o,j,a,f,y,e,f,t,p,w,o,v,d,p
n,b,b,b,x,s,n,f,t,p,w,o,v,l,p
i,j,h,b,k,s,n,f,t,p,w,o,v,p,p
d,i,d,a,f,s,e,f,t,p,w,o,v,l,p
l,h,a,c,f,s,e,f,t,p,w,o,v,l,p
n,d,f,c,f,y,e,f,t,p,w,o,v,p,p
f,o,i,b,k,s,n,f,t,p,w,o,v,p,p
p,a,f,b,f,y,n,f,t,p,w,o,v,l,p
e,c,i,c,f,s,e,f,t,p,w,o,v,p,p
j,f,i,c,x,y,e,f,t,p,w,o,v,d,p
f,c,i,b,f,s,e,f,t,p,w,o,v,l,p
s,d,j,a,f,y,e,f,t,p,w,o,v,l,p
l,k,c,a,f,s,n,f,t,p,w,o,v,d,p
a,n,g,a,f,s,n,f,t,p,w,o,v,d,p
b,l,b,c,x,y,e,f,t,p,w,o,v,p,p
m,j,h,c,x,y,e,f,t,p,w,o,v,l,p
m,j,f,a,f,s,e,f,t,p,w,o,v,p,p
a,h,a,a,k,y,e,f,t,p,w,o,v,d,p
a,f,a,c,f,y,e,f,t,p,w,o,v,p,p
a,j,i,b,k,y,n,f,t,p,w,o,v,d,p
i,a,h,b,x,s,e,f,t,p,w,o,v,l,p
j,b,d,c,x,y,e,f,t,p,w,o,v,p,p
k,o,j,c,x,s,n,f,t,p,w,o,v,l,p
e,a,i,b,f,y,n,f,t,p,w,o,v,l,p
g,m,i,a,x,s,e,f,t,p,w,o,v,p,p
g,o,a,a,b,s,g,f,e,p,w,t,n,g,e
l,m,b,a,x,y,e,f,t,p,w,o,v,p,p
s,j,e,c,x,s,e,f,t,p,w,o,v,d,p
f,g,g,a,f,y,e,f,t,p,w,o,v,l,p
j,k,e,a,x,s,e,f,t,p,w,o,v,p,p
f,g,a,a,f,y,e,f,t,p,w,o,v,d,p
j,j,d,a,f,y,e,f,t,p,w,o,v,l,p
h,f,j,a,x,s,n,f,t,p,w,o,v,d,p
n,a,j,c,f,y,n,f,t,p,w,o,v,p,p
i,e,i,b,k,s,w,f,e,p,w,t,s,g,e
m,h,j,a,f,y,e,f,t,p,w,o,v,p,p
g,b,c,a,x,s,e,f,t,p,w,o,v,p,p
n,j,e,b,f,y,n,f,t,p,w,o,v,l,p
j,c,e,c,f,y,n,f,t,p,w,o,v,l,p
d,a,e,a,x,s,e,f,t,p,w,o,v,l,p
o,c,g,c,f,y,e,f,t,p,w,o,v,d,p
p,f,g,b,f,y,e,f,t,p,w,o,v,p,p
h,k,h,a,f,s,n,f,t,p,w,o,v,p,p
h,j,j,c,x,y,e,f,t,p,w,o,v,p,p
l,l,h,a,f,y,e,f,t,p,w,o,v,d,p
q,e,j,b,b,f,g,f,e,p,w,t,n,g,e
m,l,h,b,k,y,e,f,t,p,w,o,v,l,p
e,o,f,b,x,y,e,f,t,p,w,o,v,l,p
s,k,d,a,k,s,e,f,t,p,w,o,v,l,p
b,h,j,b,x,s,n,f,t,p,w,o,v,p,p
q,k,d,c,k,s,w,f,e,p,w,t,s,g,e
p,k,j,a,f,s,e,f,t,p,w,o,v,d,p
q,j,h,c,x,s,n,f,t,p,w,o,v,p,p
d,l,f,c,k,s,e,f,t,p,w,o,v,p,p
c,a,c,a,k,y,n,f,t,p,w,o,v,l,p
p,j,g,a,k,y,e,f,t,p,w,o,v,p,p
c,c,d,a,x,s,e,f,t,p,w,o,v,d,p
e,c,j,c,f,s,e,f,t,p,w,o,v,p,p
r,l,e,b,f,y,e,f,t,p,w,o,v,p,p
g,h,i,b,x,y,e,f,t,p,w,o,v,d,p
m,d,b,c,f,y,n,f,t,p,w,o,v,d,p
k,j,j,c,x,y,e,f,t,p,w,o,v,d,p
m,i,i,c,f,y,n,f,t,p,w,o,v,l,p
j,o,e,a,x,y,e,f,t,p,w,o,v,l,p
k,h,a,a,k,y,n,f,t,p,w,o,v,l,p
q,a,h,a,f,s,e,f,t,p,w,o,v,l,p
s,o,e,b,x,s,n,f,t,p,w,o,v,p,p
a,k,c,a,f,y,n,f,t,p,w,o,v,d,p
p,e,a,b,f,s,e,f,t,p,w,o,v,d,p
b,i,d,a,x,s,e,f,t,p,w,o,v,d,p
n,o,e,b,f,s,n,f,t,p,w,o,v,d,p
c,k,e,a,f,y,n,f,t,p,w,o,v,l,p
j,m,b,a,x,y,e,f,t,p,w,o,v,d,p
r,d,d,c,x,s,e,f,t,p,w,o,v,d,p
e,i,g,a,f,y,e,f,t,p,w,o,v,l,p
k,c,b,c,f,s,e,f,t,p,w,o,v,l,p
i,c,f,b,f,y,e,f,t,p,w,o,v,d,p
d,o,g,a,x,s,n,f,t,p,w,o,v,l,p
q,e,d,b,f,s,n,f,t,p,w,o,v,d,p
j,h,d,b,x,s,n,f,t,p,w,o,v,l,p
i,m,a,a,f,y,n,f,t,p,w,o,v,p,p
f,m,h,c,k,y,n,f,t,p,w,o,v,d,p
o,l,j,a,x,s,e,f,t,p,w,o,v,p,p
h,h,e,a,f,y,n,f,t,p,w,o,v,d,p
o,e,c,a,x,y,e,f,t,p,w,o,v,p,p
r,f,f,c,f,y,e,f,t,p,w,o,v,d,p
n,k,d,c,x,y,e,f,t,p,w,o,v,d,p
q,g,e,a,f,y,e,f,t,p,w,o,v,l,p
f,f,f,c,f,y,e,f,t,p,w,o,v,d,p
p,o,f,a,f,s,e,f,t,p,w,o,v,l,p
k,c,c,b,k,y,e,f,t,p,w,o,v,l,p
c,f,e,b,x,s,e,f,t,p,w,o,v,p,p
h,l,e,b,k,s,g,f,e,p,w,t,s,g,e
k,l,b,a,x,s,n,f,t,p,w,o,v,l,p
e,k,a,a,f,s,e,f,t,p,w,o,v,d,p
m,m,h,b,f,s,n,f,t,p,w,o,v,d,p
q,a,e,a,f,s,e,f,t,p,w,o,v,l,p
r,b,b,c,f,y,n,f,t,p,w,o,v,p,p
h,e,a,b,x,s,e,f,t,p,w,o,v,p,p
r,l,a,c,x,s,e,f,t,p,w,o,v,p,p
b,g,c,b,x,s,e,f,t,p,w,o,v,d,p
n,l,d,c,x,s,e,f,t,p,w,o,v,p,p
d,l,f,a,f,s,e,f,t,p,w,o,v,d,p
d,i,i,b,x,s,e,f,t,p,w,o,v,p,p
i,k,a,b,x,s,n,f,t,p,w,o,v,l,p
j,l,g,a,f,s,n,f,t,p,w,o,v,l,p
s,n,f,a,k,y,n,f,t,p,w,o,v,d,p
p,h,c,b,x,y,e,f,t,p,w,o,v,p,p
d,k,j,c,x,s,n,f,t,p,w,o,v,l,p
q,d,d,a,x,s,e,f,t,p,w,o,v,p,p
p,a,c,c,b,s,w,f,e,p,w,t,s,g,e
d,c,i,a,f,s,e,f,t,p,w,o,v,p,p
m,b,g,b,x,s,e,f,t,p,w,o,v,l,p
f,e,c,c,x,y,e,f,t,p,w,o,v,d,p
k,a,d,c,f,y,n,f,t,p,w,o,v,p,p
p,d,d,c,f,s,e,f,t,p,w,o,v,l,p
l,k,b,b,f,y,n,f,t,p,w,o,v,d,p
n,k,a,b,f,y,e,f,t,p,w,o,v,d,p
c,g,g,b,f,s,n,f,t,p,w,o,v,d,p
c,k,h,c,x,y,e,f,t,p,w,o,v,l,p
q,g,b,b,f,s,n,f,t,p,w,o,v,d,p
m,e,e,b,x,s,n,f,t,p,w,o,v,l,p
l,k,c,b,f,s,e,f,t,p,w,o,v,p,p
d,m,i,c,x,s,n,f,t,p,w,o,v,d,p
i,b,h,c,f,s,e,f,t,p,w,o,v,l,p
h,g,h,c,x,y,e,f,t,p,w,o,v,p,p
b,e,h,a,f,y,n,f,t,p,w,o,v,p,p
g,k,g,c,x,y,e,f,t,p,w,o,v,l,p
g,k,c,c,f,s,n,f,t,p,w,o,v,p,p
j,b,e,b,f,s,n,f,t,p,w,o,v,p,p
r,l,a,a,x,s,n,f,t,p,w,o,v,p,p
n,c,f,a,f,s,e,f,t,p,w,o,v,d,p
s,d,i,c,k,y,n,f,t,p,w,o,v,p,p
f,f,i,a,x,y,e,f,t,p,w,o,v,l,p
d,e,g,c,x,y,e,f,t,p,w,o,v,d,p
r,m,d,b,k,s,n,f,t,p,w,o,v,d,p
m,e,d,a,x,s,e,f,t,p,w,o,v,p,p
j,k,j,b,x,s,e,f,t,p,w,o,v,p,p
i,o,h,b,f,y,n,f,t,p,w,o,v,l,p
j,j,i,b,f,s,e,f,t,p,w,o,v,d,p
j,j,b,b,f,s,e,f,t,p,w,o,v,p,p
r,i,i,a,f,s,n,f,t,p,w,o,v,l,p
j,b,e,a,f,y,e,f,t,p,w,o,v,p,p
f,g,b,c,f,y,e,f,t,p,w,o,v,l,p
a,k,e,a,k,s,e,f,t,p,w,o,v,d,p
g,c,b,c,x,s,n,f,t,p,w,o,v,d,p
a,l,e,b,f,y,n,f,t,p,w,o,v,d,p
a,m,a,a,f,s,e,f,t,p,w,o,v,p,p
f,l,d,c,k,s,n,f,t,p,w,o,v,d,p
s,f,d,b,f,y,n,f,t,p,w,o,v,p,p
d,n,g,c,x,y,e,f,t,p,w,o,v,l,p
e,f,f,b,x,y,e,f,t,p,w,o,v,p,p
i,o,f,a,x,s,e,f,t,p,w,o,v,p,p
h,l,h,a,f,y,n,f,t,p,w,o,v,l,p
a,m,a,b,f,y,n,f,t,p,w,o,v,p,p
d,c,h,b,f,y,e,f,t,p,w,o,v,p,p
q,e,h,a,k,y,n,f,t,p,w,o,v,l,p
s,h,a,a,x,s,n,f,t,p,w,o,v,d,p
e,b,c,a,x,s,e,f,t,p,w,o,v,l,p
k,o,j,b,x,s,n,f,t,p,w,o,v,l,p
k,g,a,a,f,y,e,f,t,p,w,o,v,p,p
g,a,d,b,k,y,e,f,t,p,w,o,v,d,p
c,b,b,a,x,f,g,f,e,p,w,t,s,g,e
d,b,c,b,f,y,e,f,t,p,w,o,v,l,p
p,d,g,b,x,s,e,f,t,p,w,o,v,l,p
n,a,f,a,x,s,e,f,t,p,w,o,v,l,p
h,a,f,b,x,y,e,f,t,p,w,o,v,d,p
e,e,b,c,f,y,n,f,t,p,w,o,v,p,p
o,c,e,a,f,y,n,f,t,p,w,o,v,l,p
e,c,d,a,x,s,n,f,t,p,w,o,v,p,p
j,l,f,a,x,s,e,f,t,p,w,o,v,l,p
o,l,e,c,f,y,e,f,t,p,w,o,v,d,p
n,e,h,c,f,s,n,f,t,p,w,o,v,l,p
q,h,h,b,f,y,n,f,t,p,w,o,v,l,p
j,j,j,b,f,y,n,f,t,p,w,o,v,d,p
l,g,a,c,x,y,e,f,t,p,w,o,v,l,p
r,k,e,b,x,s,e,f,t,p,w,o,v,p,p
a,c,c,b,f,s,n,f,t,p,w,o,v,l,p
j,b,j,b,f,s,n,f,t,p,w,o,v,d,p
s,h,e,a,x,s,e,f,t,p,w,o,v,d,p
s,d,c,a,f,s,n,f,t,p,w,o,v,l,p
s,l,i,a,f,s,n,f,t,p,w,o,v,p,p
m,d,g,b,f,y,n,f,t,p,w,o,v,p,p
m,a,a,a,x,s,n,f,t,p,w,o,v,l,p
h,j,f,c,f,s,n,f,t,p,w,o,v,l,p
j,f,c,c,f,s,n,f,t,p,w,o,v,p,p
a,c,g,b,x,s,n,f,t,p,w,o,v,p,p
m,d,i,b,f,y,n,f,t,p,w,o,v,p,p
b,m,i,c,x,s,n,f,t,p,w,o,v,p,p
s,l,a,c,x,s,n,f,t,p,w,o,v,p,p
o,c,b,c,f,s,n,f,t,p,w,o,v,p,p
o,m,i,a,f,y,n,f,t,p,w,o,v,d,p
j,m,g,a,x,y,e,f,t,p,w,o,v,d,p
j,f,e,b,f,s,e,f,t,p,w,o,v,l,p
e,g,c,a,f,y,n,f,t,p,w,o,v,d,p
b,k,f,a,f,s,e,f,t,p,w,o,v,l,p
b,a,e,c,x,s,n,f,t,p,w,o,v,p,p
q,a,g,c,k,f,w,f,e,p,w,t,n,g,e
g,i,i,a,x,s,n,f,t,p,w,o,v,p,p
c,i,f,c,f,s,n,f,t,p,w,o,v,d,p
i,g,c,a,f,y,n,f,t,p,w,o,v,p,p
j,n,d,b,f,s,n,f,t,p,w,o,v,d,p
o,m,j,c,f,y,n,f,t,p,w,o,v,d,p
l,d,a,c,f,y,n,f,t,p,w,o,v,l,p
n,f,f,c,f,s,n,f,t,p,w,o,v,d,p
e,k,j,a,f,y,e,f,t,p,w,o,v,p,p
b,e,j,b,b,s,n,a,e,p,o,o,v,l,e
d,b,i,c,f,s,e,f,t,p,w,o,v,d,p
k,b,f,b,f,s,e,f,t,p,w,o,v,p,p
j,n,d,c,x,s,e,f,t,p,w,o,v,l,p
h,m,b,a,f,y,n,f,t,p,w,o,v,l,p
e,h,f,c,f,y,e,f,t,p,w,o,v,p,p
e,l,e,c,f,s,n,f,t,p,w,o,v,l,p
b,c,f,c,f,y,e,f,t,p,w,o,v,l,p
r,n,g,c,f,s,n,f,t,p,w,o,v,p,p
j,n,c,b,k,y,n,f,t,p,w,o,v,p,p
n,d,b,b,f,y,e,f,t,p,w,o,v,l,p
l,k,f,a,f,s,e,f,t,p,w,o,v,d,p
q,m,c,b,x,y,e,f,t,p,w,o,v,p,p
f,a,c,b,f,s,n,f,t,p,w,o,v,l,p
s,h,h,c,x,s,e,f,t,p,w,o,v,p,p
l,b,i,c,k,y,n,f,t,p,w,o,v,p,p
f,h,f,c,x,s,n,f,t,p,w,o,v,p,p
c,m,j,c,x,y,e,f,t,p,w,o,v,d,p
k,e,a,c,f,y,n,f,t,p,w,o,v,d,p
e,a,c,c,f,s,e,f,t,p,w,o,v,d,p
n,a,c,b,f,s,n,f,t,p,w,o,v,p,p
f,l,j,c,x,s,w,f,e,p,w,t,s,g,e
a,g,c,b,f,y,n,f,t,p,w,o,v,d,p
h,k,d,c,f,s,n,f,t,p,w,o,v,l,p
k,f,c,a,x,y,e,f,t,p,w,o,v,l,p
s,b,h,a,f,s,e,f,t,p,w,o,v,l,p
i,l,b,c,x,s,n,f,t,p,w,o,v,p,p
e,n,a,b,x,y,e,f,t,p,w,o,v,l,p
l,e,g,c,k,f,g,f,e,p,w,t,s,g,e
d,d,f,b,f,s,e,f,t,p,w,o,v,l,p
k,e,h,a,f,y,e,f,t,p,w,o,v,p,p
g,h,e,a,b,f,w,f,e,p,w,t,s,g,e
p,a,g,b,f,s,n,f,t,p,w,o,v,l,p
g,l,d,b,x,y,e,f,t,p,w,o,v,l,p
c,f,j,c,x,y,e,f,t,p,w,o,v,d,p
o,a,i,c,f,s,n,f,t,p,w,o,v,p,p
j,e,f,a,x,s,n,f,t,p,w,o,v,d,p
k,g,j,c,f,s,e,f,t,p,w,o,v,p,p
q,h,e,c,f,s,e,f,t,p,w,o,v,l,p
l,j,d,a,f,s,e,f,t,p,w,o,v,l,p
r,d,c,c,x,y,e,f,e,p,w,n,c,d,p
m,i,f,a,f,y,n,f,t,p,w,o,v,d,p
b,n,a,c,f,y,e,f,t,p,w,o,v,d,p
f,i,f,a,x,s,e,f,t,p,w,o,v,p,p
n,f,h,c,f,s,e,f,t,p,w,o,v,p,p
k,k,a,c,f,y,e,f,t,p,w,o,v,p,p
n,n,j,c,f,y,e,f,t,p,w,o,v,l,p
g,h,b,b,x,s,e,f,t,p,w,o,v,l,p
b,h,g,b,f,s,e,f,t,p,w,o,v,p,p
h,i,j,a,x,s,n,a,e,p,n,o,c,l,e
d,i,e,b,f,y,n,f,t,p,w,o,v,d,p
c,d,i,c,f,y,e,f,t,p,w,o,v,l,p
s,g,h,a,f,y,e,f,t,p,w,o,v,l,p
e,a,g,b,x,s,n,f,t,p,w,o,v,p,p
h,g,i,a,x,s,e,f,t,p,w,o,v,d,p
k,k,f,a,x,y,e,f,t,p,w,o,v,d,p
e,h,g,b,x,s,e,f,t,p,w,o,v,p,p
c,k,c,c,x,y,e,f,t,p,w,o,v,p,p
i,e,b,a,f,y,e,f,t,p,w,o,v,p,p
j,o,d,c,x,s,n,a,e,p,n,o,v,l,e
f,m,c,a,f,s,n,f,t,p,w,o,v,p,p
j,b,j,c,x,y,e,f,t,p,w,o,v,p,p
p,e,d,a,f,s,n,f,t,p,w,o,v,d,p
l,b,g,a,f,y,e,f,t,p,w,o,v,p,p
c,o,h,b,x,y,e,f,t,p,w,o,v,d,p
k,o,h,c,x,s,n,f,t,p,w,o,v,d,p
n,j,a,b,x,s,n,f,t,p,w,o,v,l,p
p,i,f,a,x,s,n,f,t,p,w,o,v,l,p
n,k,e,b,x,y,e,f,t,p,w,o,v,d,p
f,b,b,c,f,s,n,f,t,p,w,o,v,l,p
s,l,i,c,f,s,n,f,t,p,w,o,v,l,p
i,b,d,c,k,y,e,f,t,p,w,o,v,l,p
l,c,c,b,x,s,n,f,t,p,w,o,v,d,p
m,e,f,b,f,y,n,f,t,p,w,o,v,p,p
a,k,h,c,k,s,w,f,e,p,w,t,n,g,e
n,k,d,a,f,s,e,f,t,p,w,o,v,l,p
r,i,b,a,x,s,e,f,t,p,w,o,v,l,p
r,c,b,a,f,y,n,f,t,p,w,o,v,d,p
p,b,f,c,f,y,n,f,t,p,w,o,v,p,p
e,b,h,a,f,y,e,f,t,p,w,o,v,d,p
q,g,h,b,x,s,n,f,t,p,w,o,v,p,p
h,m,h,a,f,y,n,f,t,p,w,o,v,l,p
d,m,d,c,x,s,n,f,t,p,w,o,v,l,p
k,n,b,c,k,y,n,f,t,p,w,o,v,l,p
k,k,e,a,f,s,e,f,t,p,w,o,v,d,p
c,g,c,b,f,y,e,f,t,p,w,o,v,l,p
g,j,i,c,f,y,e,f,t,p,w,o,v,l,p
h,e,e,b,f,y,e,f,t,p,w,o,v,p,p
h,l,a,a,f,y,n,f,t,p,w,o,v,p,p
e,o,g,b,f,y,n,f,t,p,w,o,v,l,p
p,c,j,a,k,y,n,f,t,p,w,o,v,l,p
a,e,b,a,k,y,n,f,t,p,w,o,v,p,p
p,f,f,c,f,s,e,f,t,p,w,o,v,p,p
s,a,b,b,x,s,e,f,t,p,w,o,v,d,p
k,c,d,b,k,s,n,f,t,p,w,o,v,l,p
g,j,b,b,x,s,e,f,t,p,w,o,v,p,p
n,b,a,a,f,s,n,f,t,p,w,o,v,d,p
k,o,b,b,x,s,e,f,t,p,w,o,v,l,p
b,e,f,b,f,s,n,f,t,p,w,o,v,p,p
a,a,c,c,x,s,n,f,t,p,w,o,v,l,p
s,a,d,c,f,y,e,f,t,p,w,o,v,d,p
n,b,h,b,x,s,n,f,t,p,w,o,v,l,p
b,n,e,a,x,s,e,f,t,p,w,o,v,p,p
s,i,g,c,x,s,e,f,t,p,w,o,v,d,p
l,a,g,b,x,s,n,f,t,p,w,o,v,p,p
f,m,h,a,x,y,e,f,t,p,w,o,v,d,p
g,b,a,a,f,y,e,f,t,p,w,o,v,p,p
j,f,b,b,f,s,e,f,t,p,w,o,v,d,p
l,n,f,b,x,s,e,f,t,p,w,o,v,d,p
r,l,f,b,f,y,e,f,t,p,w,o,v,l,p
o,e,d,c,f,s,e,f,t,p,w,o,v,p,p
d,b,f,c,f,s,e,f,t,p,w,o,v,l,p
s,h,g,a,f,y,n,f,t,p,w,o,v,d,p
g,c,i,a,f,s,n,f,t,p,w,o,v,p,p
n,l,e,c,x,s,e,f,t,p,w,o,v,p,p
g,i,a,b,f,y,n,f,t,p,w,o,v,l,p
f,i,h,c,f,s,n,f,t,p,w,o,v,d,p
k,l,e,c,f,y,n,f,t,p,w,o,v,l,p
j,d,f,c,f,s,e,f,t,p,w,o,v,l,p
e,c,c,b,f,y,e,f,t,p,w,o,v,p,p
m,f,j,b,f,y,n,f,t,p,w,o,v,d,p
p,g,i,b,f,s,e,f,t,p,w,o,v,d,p
f,c,e,b,f,s,e,f,t,p,w,o,v,d,p
i,g,h,a,f,y,n,f,t,p,w,o,v,d,p
l,c,g,c,f,s,e,f,t,p,w,o,v,d,p
j,f,i,b,f,s,n,f,t,p,w,o,v,d,p
a,o,e,c,k,y,e,f,t,p,w,o,v,d,p
q,g,i,a,f,y,e,f,t,p,w,o,v,d,p
i,h,b,c,f,s,e,f,t,p,w,o,v,d,p
e,h,c,a,f,y,e,f,t,p,w,o,v,d,p
i,j,b,a,f,y,n,f,t,p,w,o,v,l,p
h,d,c,a,f,y,e,f,t,p,w,o,v,p,p
f,o,j,c,f,s,n,f,t,p,w,o,v,p,p
k,c,a,b,x,y,e,f,t,p,w,o,v,d,p
o,d,e,c,x,f,w,f,e,p,w,t,n,g,e
p,i,a,b,x,s,e,f,t,p,w,o,v,d,p
r,g,a,a,x,s,e,f,t,p,w,o,v,l,p
r,n,h,c,f,y,n,f,t,p,w,o,v,l,p
r,b,a,c,x,s,e,f,t,p,w,o,v,d,p
f,c,j,a,x,s,n,f,t,p,w,o,v,d,p
j,j,f,a,x,s,n,f,t,p,w,o,v,p,p
c,j,c,b,x,s,n,f,t,p,w,o,v,l,p
r,f,a,b,x,f,g,f,e,p,w,t,n,g,e
k,i,a,c,f,y,e,f,t,p,w,o,v,l,p
p,l,a,b,f,y,e,f,t,p,w,o,v,l,p
q,a,a,c,x,y,e,f,t,p,w,o,v,p,p
o,h,h,b,x,s,n,f,t,p,w,o,v,p,p
e,n,c,a,k,s,e,f,t,p,w,o,v,p,p
a,i,b,a,k,y,e,f,t,p,w,o,v,d,p
n,l,j,b,f,y,e,f,t,p,w,o,v,d,p
a,e,f,b,x,s,n,f,t,p,w,o,v,l,p
q,g,c,c,f,s,n,f,t,p,w,o,v,l,p
s,i,e,b,x,s,e,f,t,p,w,o,v,p,p
e,o,i,b,f,y,n,f,t,p,w,o,v,d,p
q,n,f,a,x,s,n,f,t,p,w,o,v,p,p
a,f,e,a,k,f,w,f,e,p,w,t,n,g,e
q,e,i,a,k,y,n,f,t,p,w,o,v,d,p
k,b,e,b,f,s,e,f,t,p,w,o,v,d,p
p,i,g,a,x,y,e,f,t,p,w,o,v,d,p
s,f,i,b,x,s,n,f,t,p,w,o,v,l,p
i,h,d,c,x,s,n,f,t,p,w,o,v,d,p
o,l,b,a,f,y,e,f,t,p,w,o,v,l,p
a,c,b,c,f,y,n,f,t,p,w,o,v,l,p
c,d,b,a,x,y,e,f,t,p,w,o,v,l,p
n,h,e,a,f,s,e,f,t,p,w,o,v,p,p
c,l,f,a,x,s,e,f,t,p,w,o,v,d,p
f,i,i,b,x,s,n,f,t,p,w,o,v,p,p
m,j,i,c,f,y,n,f,t,p,w,o,v,l,p
q,a,j,a,f,y,e,f,t,p,w,o,v,l,p
r,n,e,c,f,y,n,f,t,p,w,o,v,l,p
g,f,a,a,f,y,n,f,t,p,w,o,v,d,p
d,n,c,a,f,s,n,f,t,p,w,o,v,p,p
a,m,g,a,f,y,e,f,t,p,w,o,v,p,p
m,d,e,c,f,y,e,f,t,p,w,o,v,l,p
l,m,e,c,x,y,e,f,t,p,w,o,v,p,p
c,o,a,a,k,s,e,f,t,p,w,o,v,p,p
r,f,h,b,f,y,e,f,t,p,w,o,v,p,p
k,h,e,c,f,y,n,f,t,p,w,o,v,p,p
c,k,a,c,f,s,n,f,t,p,w,o,v,d,p
c,o,d,a,f,s,e,f,t,p,w,o,v,p,p
j,i,e,b,k,s,e,f,t,p,w,o,v,p,p
f,f,a,c,f,y,e,f,t,p,w,o,v,p,p
p,m,e,c,f,s,n,f,t,p,w,o,v,p,p
g,k,f,a,x,s,n,a,e,p,o,o,v,l,e
e,n,i,a,x,s,n,f,t,p,w,o,v,l,p
h,d,a,b,k,s,n,f,t,p,w,o,v,l,p
